Etalon_0	1	915	0.00894541
Etalon_0	2	867	0.00920876
Etalon_0	3	810	0.0105099
Etalon_0	4	759	0.0179928
Etalon_0	5	723	0.0185456
Etalon_0	6	710	0.0439329
Etalon_0	7	702	0.0203213
Etalon_0	8	698	0.00993187
Etalon_0	9	690	0.0138176
Etalon_0	10	659	0.0109055
Etalon_0	11	658	0.0064631
Etalon_0	12	656	0.00813894
Etalon_0	13	655	0.0183561
Etalon_0	14	651	0.0142072
Etalon_0	15	618	0.0131538
Etalon_0	16	605	0.0389419
Etalon_0	17	590	0.0387929
Etalon_0	18	588	0.0171763
Etalon_0	19	585	0.0186376
Etalon_0	20	551	0.0121934
Etalon_0	21	549	0.0175121
Etalon_0	22	547	0.0221361
Etalon_0	23	545	0.0225493
Etalon_0	24	544	0.0403934
Etalon_0	25	542	0.0644561
Etalon_0	26	540	0.0719106
Etalon_0	27	539	0.101215
Etalon_0	28	537	0.13393
Etalon_0	29	532	0.054741
Etalon_0	30	528	0.00345514
Etalon_0	31	526	0.0179491
Etalon_0	32	504	0.0268583
Etalon_0	33	485	0.0230833
Etalon_0	34	471	0.0233694
Etalon_0	35	470	0.00776361
Etalon_0	36	468	0.0201461
Etalon_0	37	453	0.0257927
Etalon_0	38	451	0.0189789
Etalon_0	39	450	0.069551
Etalon_0	40	445	0.0216937
Etalon_0	41	444	0.0110385
Etalon_0	42	442	0.027345
Etalon_0	43	439	0.0477159
Etalon_0	44	438	0.0464128
Etalon_0	45	429	0.00513046
Etalon_0	46	428	0.0155292
Etalon_0	47	426	0.0152526
Etalon_0	48	421	0.0155165
Etalon_0	49	420	0.011847
Etalon_0	50	416	0.0275193
Etalon_0	51	407	0.00972705
Etalon_0	52	406	0.0222513
Etalon_0	53	403	0.0194002
Etalon_0	54	401	0.225878
Etalon_0	55	396	0.0572727
Etalon_0	56	394	0.0293197
Etalon_0	57	390	0.0246332
Etalon_0	58	388	0.0129013
Etalon_0	59	382	0.0659221
Etalon_0	60	380	0.0435713
Etalon_0	61	378	0.0423554
Etalon_0	62	377	0.186958
Etalon_0	63	373	0.104466
Etalon_0	64	371	0.0313951
Etalon_0	65	366	0.0627837
Etalon_0	66	366	0.0602149
Etalon_0	67	363	0.0877168
Etalon_0	68	360	0.214538
Etalon_0	69	355	0.0148368
Etalon_0	70	351	0.00459966
Etalon_0	71	350	0.0195036
Etalon_0	72	347	0.107649
Etalon_0	73	345	0.190567
Etalon_0	74	342	0.56417
Etalon_0	75	338	0.478026
Etalon_0	76	334	0.309279
Etalon_0	77	330	0.0534264
Etalon_0	78	329	0.0249143
Etalon_0	79	324	0.259344
Etalon_0	80	322	0.00849951
Etalon_0	81	318	0.0562547
Etalon_0	82	317	0.0963584
Etalon_0	83	311	0.214329
Etalon_0	84	306	0.277827
Etalon_0	85	302	0.00295925
Etalon_0	86	300	0.178509
Etalon_0	87	298	0.00315453
Etalon_0	88	294	0.00738994
Etalon_0	89	278	0.00346916
Etalon_0	90	276	0.0481699
Etalon_0	91	267	0.0106945
Etalon_0	92	263	0.0497793
Etalon_0	93	256	0.0136029
Etalon_0	94	256	0.0145125
Etalon_0	95	247	0.015311
Etalon_0	96	243	0.00329012
Etalon_0	97	237	0.0221494
Etalon_0	98	230	0.0150909
Etalon_0	99	221	0.0156118
Etalon_0	100	213	0.0101191
Etalon_0	101	212	0.0293705
Etalon_0	102	209	0.0176445
Etalon_0	103	207	0.0145635
Etalon_0	104	200	0.0158037
Etalon_1	1	917	0.0238423
Etalon_1	2	724	0.0262824
Etalon_1	3	712	0.00742889
Etalon_1	4	711	0.0294327
Etalon_1	5	702	0.027875
Etalon_1	6	691	0.0176553
Etalon_1	7	658	0.0243116
Etalon_1	8	657	0.00161812
Etalon_1	9	619	0.0173768
Etalon_1	10	608	0.00126945
Etalon_1	11	606	0.0407251
Etalon_1	12	605	0.0065174
Etalon_1	13	591	0.013675
Etalon_1	14	590	0.0421728
Etalon_1	15	589	0.0256207
Etalon_1	16	586	0.0378498
Etalon_1	17	585	0.00407214
Etalon_1	18	575	0.0157626
Etalon_1	19	545	0.00476119
Etalon_1	20	544	0.0506484
Etalon_1	21	540	0.111217
Etalon_1	22	539	0.172239
Etalon_1	23	538	0.159029
Etalon_1	24	536	0.027174
Etalon_1	25	470	0.00931502
Etalon_1	26	469	0.0498222
Etalon_1	27	454	0.0257331
Etalon_1	28	443	0.0160324
Etalon_1	29	442	0.00373698
Etalon_1	30	441	0.0273809
Etalon_1	31	440	0.0418313
Etalon_1	32	439	0.0560005
Etalon_1	33	438	0.0272645
Etalon_1	34	437	0.0108112
Etalon_1	35	429	0.0210607
Etalon_1	36	428	0.0014987
Etalon_1	37	427	0.0411821
Etalon_1	38	409	0.00935068
Etalon_1	39	406	0.02256
Etalon_1	40	403	0.0410356
Etalon_1	41	402	0.0265997
Etalon_1	42	402	0.0296734
Etalon_1	43	401	0.119727
Etalon_1	44	400	0.154311
Etalon_1	45	397	0.127288
Etalon_1	46	395	0.0171489
Etalon_1	47	391	0.0369563
Etalon_1	48	390	0.00455974
Etalon_1	49	387	0.0232649
Etalon_1	50	382	0.0219106
Etalon_1	51	379	0.0892461
Etalon_1	52	377	0.217635
Etalon_1	53	376	0.0961158
Etalon_1	54	373	0.114561
Etalon_1	55	373	0.0649633
Etalon_1	56	371	0.0270904
Etalon_1	57	367	0.0375803
Etalon_1	58	366	0.104166
Etalon_1	59	365	0.0498087
Etalon_1	60	363	0.0545538
Etalon_1	61	362	0.104711
Etalon_1	62	360	0.14412
Etalon_1	63	359	0.164914
Etalon_1	64	356	0.0422637
Etalon_1	65	348	0.0597677
Etalon_1	66	346	0.259553
Etalon_1	67	344	0.265298
Etalon_1	68	343	0.21988
Etalon_1	69	343	0.0280986
Etalon_1	70	342	0.119743
Etalon_1	71	338	0.0440428
Etalon_1	72	337	0.0950848
Etalon_1	73	335	0.0651435
Etalon_1	74	333	0.508126
Etalon_1	75	331	0.0303559
Etalon_1	76	330	0.0960982
Etalon_1	77	328	0.0379846
Etalon_1	78	325	0.266171
Etalon_1	79	324	0.0316133
Etalon_1	80	323	0.154093
Etalon_1	81	320	0.0966812
Etalon_1	82	318	0.173332
Etalon_1	83	317	0.0114829
Etalon_1	84	312	0.155373
Etalon_1	85	310	0.152099
Etalon_1	86	308	0.330805
Etalon_1	87	306	0.13586
Etalon_1	88	303	0.0302269
Etalon_1	89	301	0.13319
Etalon_1	90	300	0.058184
Etalon_1	91	299	0.0719182
Etalon_1	92	298	0.0228757
Etalon_1	93	295	0.011428
Etalon_1	94	293	0.0148519
Etalon_1	95	288	0.0110403
Etalon_1	96	276	0.0350877
Etalon_1	97	275	0.00630212
Etalon_1	98	273	0.0107908
Etalon_1	99	270	0.00849042
Etalon_1	100	268	0.0208458
Etalon_1	101	265	0.00449692
Etalon_1	102	264	0.0578121
Etalon_1	103	223	0.0149792
Etalon_1	104	222	0.00928644
Etalon_1	105	212	0.00500837
Etalon_1	106	211	0.0244711
Etalon_2	1	608	0.0157257
Etalon_2	2	606	0.0504743
Etalon_2	3	591	0.0293994
Etalon_2	4	590	0.0774729
Etalon_2	5	589	0.0167067
Etalon_2	6	546	0.0793723
Etalon_2	7	545	0.0177433
Etalon_2	8	544	0.0146204
Etalon_2	9	543	0.307237
Etalon_2	10	538	0.347588
Etalon_2	11	537	0.00220915
Etalon_2	12	470	0.0498595
Etalon_2	13	469	0.0225922
Etalon_2	14	451	0.0985743
Etalon_2	15	449	0.0927035
Etalon_2	16	444	0.053491
Etalon_2	17	442	0.0115547
Etalon_2	18	441	0.0121063
Etalon_2	19	439	0.183861
Etalon_2	20	438	0.00383276
Etalon_2	21	429	0.0447797
Etalon_2	22	427	0.0575534
Etalon_2	23	409	0.0143699
Etalon_2	24	407	0.0558342
Etalon_2	25	404	0.0414458
Etalon_2	26	403	0.0934131
Etalon_2	27	402	0.406253
Etalon_2	28	400	0.16221
Etalon_2	29	397	0.181565
Etalon_2	30	396	0.00360668
Etalon_2	31	394	0.0217201
Etalon_2	32	391	0.0301895
Etalon_2	33	390	0.0231014
Etalon_2	34	388	0.0269902
Etalon_2	35	383	0.0288951
Etalon_2	36	382	0.0602015
Etalon_2	37	381	0.0861123
Etalon_2	38	380	0.0555861
Etalon_2	39	379	0.139818
Etalon_2	40	378	0.304847
Etalon_2	41	376	0.137328
Etalon_2	42	373	0.194772
Etalon_2	43	373	0.0695297
Etalon_2	44	371	0.0413949
Etalon_2	45	370	0.0115431
Etalon_2	46	367	0.0735735
Etalon_2	47	366	0.143924
Etalon_2	48	364	0.114594
Etalon_2	49	363	0.115001
Etalon_2	50	361	0.123266
Etalon_2	51	360	0.217505
Etalon_2	52	359	0.18467
Etalon_2	53	356	0.0464787
Etalon_2	54	355	0.0413957
Etalon_2	55	347	0.0911046
Etalon_2	56	347	0.238327
Etalon_2	57	345	0.42632
Etalon_2	58	343	0.691729
Etalon_2	59	342	0.0434433
Etalon_2	60	342	0.134144
Etalon_2	61	337	0.046685
Etalon_2	62	337	0.0748986
Etalon_2	63	334	0.395308
Etalon_2	64	332	0.46912
Etalon_2	65	331	0.0399268
Etalon_2	66	329	0.153198
Etalon_2	67	328	0.223251
Etalon_2	68	326	0.286069
Etalon_2	69	325	0.243214
Etalon_2	70	324	0.160433
Etalon_2	71	323	0.184192
Etalon_2	72	320	0.186921
Etalon_2	73	318	0.220506
Etalon_2	74	317	0.0420059
Etalon_2	75	313	0.00541546
Etalon_2	76	313	0.396777
Etalon_2	77	309	0.0987587
Etalon_2	78	308	0.346222
Etalon_2	79	306	0.129548
Etalon_2	80	305	0.0323054
Etalon_2	81	302	0.0775726
Etalon_2	82	301	0.108514
Etalon_2	83	300	0.11415
Etalon_2	84	299	0.0627267
Etalon_2	85	298	0.0158779
Etalon_2	86	298	0.0126264
